,id,name,type,description,human_readable_id,graph_embedding,text_unit_ids,description_embedding
79,c6d1e4f56c2843e89cf0b91c10bb6de2,INFORMATION SECURITY POLICY,"DOCUMENT, POLICY","The ""INFORMATION SECURITY POLICY"" serves as a comprehensive framework that delineates the requirements and guidelines essential for safeguarding an organization's information assets. It specifically addresses the management of supplier relationships and access, ensuring that these interactions do not compromise the integrity and security of the organization's data. The policy establishes clear objectives for the information security management system, aligning with applicable regulatory requirements and promoting a commitment to continual improvement. Furthermore, it articulates the principles and rules that govern the organization's overall approach to information security, thereby fostering a structured and proactive stance towards managing potential risks and vulnerabilities. Through this policy, the organization aims to create a robust environment for information security that not only protects its assets but also enhances its operational resilience.",79,,"['140b01e3117a1a6255c52586b80c5570' '8b12fd3adeb75427677fcc473f6ec790'
 'be532224f89ba859dd4bff6ea7fae0cf' 'c0683849a2c9e1d8ff2b2059defdfba7'
 'c60bfe669ae72a8eb1cac94e0cfee167' 'e71b2be806fc539bc480ce1d1ae24377']","[-0.01903638 -0.01293208  0.04105708 ... -0.01145687  0.00452453
  0.0095521 ]"
80,0adb2d9941f34ef7b2f7743cc6225844,TOP MANAGEMENT,"GROUP, ORGANIZATION","Top management refers to the highest level of management within an organization, tasked with overseeing the information security management system (ISMS) and ensuring its compliance with relevant standards. This group is responsible for making strategic decisions that shape the direction and leadership of the ISMS, ensuring that it not only conforms to established standards but also effectively reports on its performance. In summary, top management plays a critical role in guiding the organization’s information security efforts, aligning them with broader strategic objectives while maintaining accountability and compliance.",80,,"['140b01e3117a1a6255c52586b80c5570' '7c348f9fa48febce82697546deefc98b'
 '8b12fd3adeb75427677fcc473f6ec790' 'bfb092983e62e79862fbf0b6e18b514f']","[ 0.01386865  0.0569403   0.08794212 ... -0.00257192  0.03042442
  0.03348907]"
81,6b02373137fd438ba96af28f735cdbdb,STRATEGIC DIRECTION,"CONCEPT, GOAL",Strategic direction refers to the long-term goals and objectives that guide an organization's actions and decisions.,81,,['8b12fd3adeb75427677fcc473f6ec790'],"[ 0.00576983  0.01401621  0.02887551 ... -0.01444829  0.00223153
  0.02137209]"
82,36a4fcd8efc144e6b8af9a1c7ab8b2ce,ORGANIZATIONAL ROLES,"ROLE, RESPONSIBILITY",Organizational roles refer to the specific responsibilities and authorities assigned to individuals or groups within the organization regarding information security.,82,,['140b01e3117a1a6255c52586b80c5570'],"[ 0.02004482  0.00832001  0.02335868 ... -0.04437341 -0.0106185
  0.02469231]"
83,fbeef791d19b413a9c93c6608286ab63,RISKS AND OPPORTUNITIES,"CONCEPT, STRATEGY","Risks and opportunities refer to potential threats and beneficial situations that an organization must consider when planning for information security, aiming to enhance performance and mitigate negative impacts.",83,,['bfb092983e62e79862fbf0b6e18b514f'],"[ 0.00256617  0.00867446  0.07792109 ... -0.05963349 -0.02665838
  0.00876833]"
84,d2b629c0396f4180a03e16ddf3818589,INFORMATION SECURITY RISK ASSESSMENT,"PROCESS, METHODOLOGY","The ""INFORMATION SECURITY RISK ASSESSMENT"" is a systematic and structured process designed to identify, evaluate, and prioritize risks associated with information security within an organization. This assessment is conducted at planned intervals or in response to significant changes in the organizational environment. It aligns with established guidelines, such as ISO 31000, ensuring a comprehensive approach to risk management.

The process encompasses several key components: it identifies and analyzes risks related to the confidentiality, integrity, and availability of information, which are critical elements of an organization's information security management system. Additionally, it establishes criteria for risk acceptance and management, facilitating informed decision-making regarding the handling of identified risks. Overall, the information security risk assessment serves as a vital tool for organizations to safeguard their information assets and maintain robust security practices.",84,,"['133168507eb37aaee90c45f678487959' '25cbc034d67a3bf03ef251a684946dee'
 '543602bd3eff3e0b9f6cd085d3da91e1' 'bfb092983e62e79862fbf0b6e18b514f'
 'cfbfaf3a61f9218cd5a6071b1bdb7164' 'e3db6592f3c3d49c2dbb1767f582d873']","[-0.00028362  0.02055153  0.04252116 ... -0.00537514 -0.00651235
  0.01874073]"
85,6102fc6619ed422ebc42588bfa97355d,PERFORMANCE REPORTING,"PROCESS, ACTIVITY",Performance reporting involves the systematic communication of the effectiveness and compliance of the information security management system to top management.,85,,['bfb092983e62e79862fbf0b6e18b514f'],"[ 0.0337756   0.04477826  0.06917174 ... -0.0217601   0.04149452
  0.00082093]"
86,8d141c0b80f74b79a05eed7fe161fe49,RISK CRITERIA,"CRITERIA, STANDARD",Risk criteria are the standards and benchmarks used to evaluate and accept risks within the information security management system.,86,,['cfbfaf3a61f9218cd5a6071b1bdb7164'],"[ 0.01560341  0.01669058  0.01735323 ... -0.0063418   0.00834011
 -0.0168666 ]"
87,e22d1d1cd8d14f12b81828d940f40d70,RISK OWNERS,"PERSON, ROLE","Risk owners are individuals or entities designated within an organization to manage specific risks identified during the information security risk assessment process. They are responsible for ensuring that appropriate treatment measures are implemented to mitigate these risks effectively. This role is crucial in maintaining the organization's overall risk management framework, as risk owners play a key part in safeguarding the organization's assets and ensuring compliance with regulatory policies. Their responsibilities encompass not only the identification and assessment of risks but also the development and execution of strategies to address these risks, thereby contributing to the organization's resilience and security posture.",87,,['133168507eb37aaee90c45f678487959' '25cbc034d67a3bf03ef251a684946dee'],"[ 0.0493227   0.0240873   0.04808275 ... -0.00944893 -0.00395523
 -0.0243858 ]"
88,9ab48505fb1b487babd0d1f6d3a3f980,RISK ANALYSIS,"PROCESS, METHODOLOGY","Risk analysis is the process of assessing the potential consequences and likelihood of identified risks materializing, as well as determining their levels of risk.",88,,['25cbc034d67a3bf03ef251a684946dee'],"[ 0.0202337   0.03356694  0.01130676 ... -0.00503244  0.0166172
  0.03416969]"
89,148fffeb994541b2b4b6dcefda7001a8,RISK TREATMENT,"PROCESS, METHODOLOGY","Risk treatment refers to the systematic process of defining and applying strategies to manage identified risks effectively. This involves selecting appropriate options based on the outcomes of a thorough risk assessment. The primary goal of risk treatment is to implement measures that mitigate these identified risks to acceptable levels, ensuring that potential threats are adequately addressed and managed within the framework of organizational or regulatory policies.",89,,['25cbc034d67a3bf03ef251a684946dee' 'c60bfe669ae72a8eb1cac94e0cfee167'],"[-0.00294408  0.02160112  0.04750901 ...  0.00797425  0.01675601
 -0.01842713]"
90,89c08e793298442686292454a1abff31,DOCUMENTED INFORMATION,"DATA, RECORD","The term ""Documented Information"" encompasses a comprehensive array of records and data that serve as evidence of processes executed as planned, alongside the outcomes of various assessments and treatments. It is essential for the effective planning and operation of the Information Security Management System (ISMS), necessitating that such information is controlled and maintained meticulously. This documented information includes records that demonstrate the competence of individuals and the effectiveness of actions taken to uphold information security.

Furthermore, it refers to any recorded and maintained information crucial for the operation and management of the ISMS, which encompasses various formats, media, and approval processes. The retention of documented information is vital for ensuring compliance with relevant standards and for the overall effectiveness of the ISMS. This includes records pertaining to the information security risk assessment process, detailing methodologies and results, as well as policies, procedures, and guidelines necessary for the ISMS's effective operation. Additionally, documented information serves as evidence of the results derived from monitoring and measurement activities, thereby reinforcing the organization's commitment to maintaining robust information security practices.",90,,"['0dadca44a4b33eaddfdf194ef3a75c57' '25cbc034d67a3bf03ef251a684946dee'
 '30c1cdde36e50007b66e94211d22dc38' '4949a368ddb2d7ecec13dd240c0a3f09'
 '543602bd3eff3e0b9f6cd085d3da91e1' 'aaa3eca778b2ddc6db34d7266fe682d0'
 'be532224f89ba859dd4bff6ea7fae0cf' 'c3f63cbf24a117a41c9a467a4b694a8c']","[ 0.04186891  0.01845939  0.00078095 ... -0.03545773 -0.00734887
  0.01376004]"
91,0467928aa65e4a4fba62bdb1467e3a54,INFORMATION SECURITY RISK TREATMENT,"PROCESS, PROCEDURE","Information Security Risk Treatment refers to the systematic approach of addressing identified risks within the realm of information security. This process encompasses the development and implementation of a comprehensive plan aimed at mitigating adverse effects associated with these risks. It involves the careful selection and application of appropriate strategies and options, which are determined based on the results of thorough risk assessments. By focusing on both the identification and treatment of risks, this framework ensures that organizations can effectively manage their information security challenges and enhance their overall resilience against potential threats.",91,,['133168507eb37aaee90c45f678487959' '543602bd3eff3e0b9f6cd085d3da91e1'],"[-0.00640722  0.00168548  0.04248104 ... -0.00770885 -0.00128171
 -0.00591844]"
92,43c3390303c6476cb65f584e37c3e81c,CONTROLS,"MEASURES, STRATEGIES",Controls are specific measures or strategies implemented to manage and mitigate risks identified during the risk assessment process.,92,,['133168507eb37aaee90c45f678487959'],"[ 0.01926454  0.04968403  0.05844375 ... -0.04455138  0.02363299
  0.00534081]"
93,fa14b16c17e3417dba5a4b473ea5b18d,ANNEX A,"DOCUMENT, REFERENCE","Annex A is a supplementary document that provides a comprehensive list of control objectives and controls pertinent to information security risk management. While it serves as a valuable resource for establishing security measures, it is important to note that the list is not exhaustive, indicating that additional controls may be necessary to address specific security needs effectively. This dual emphasis on both the relevance and the potential incompleteness of the controls underscores the importance of a tailored approach to information security within the broader context of risk management.",93,,['133168507eb37aaee90c45f678487959' 'e3db6592f3c3d49c2dbb1767f582d873'],"[-0.00972567  0.03674875  0.0653653  ... -0.01981399 -0.00579144
  0.00089633]"
94,7cc3356d38de4328a51a5cbcb187dac3,STATEMENT OF APPLICABILITY,"DOCUMENT, REPORT","The ""Statement of Applicability"" is a critical document that delineates the necessary controls for risk treatment, specifically in the context of information security. It provides a comprehensive overview of the controls that are deemed essential, along with justifications for their inclusion or exclusion. This ensures that all relevant risks are addressed effectively, and the rationale behind each decision is clearly articulated, thereby facilitating informed decision-making in the governance of information security practices.",94,,['133168507eb37aaee90c45f678487959' 'e3db6592f3c3d49c2dbb1767f582d873'],"[-0.00018589  0.02213021  0.00687071 ...  0.01313419  0.01385387
  0.04059453]"
95,bef16fb5fd7344cca5e295b13ef3e0cd,INFORMATION SECURITY RISK TREATMENT PLAN,"DOCUMENT, PLAN","The information security risk treatment plan details the approach to managing identified risks, including strategies for treatment and risk acceptance.",95,,['e3db6592f3c3d49c2dbb1767f582d873'],"[ 0.01772743  0.00023728  0.02957303 ... -0.01621086  0.01781965
 -0.00424997]"
96,bb9e01bc171d4326a29afda59ece8d17,RISK OWNER,"PERSON, ROLE",The risk owner is an individual responsible for approving the information security risk treatment plan and accepting any residual risks.,96,,['e3db6592f3c3d49c2dbb1767f582d873'],"[ 0.04917485  0.01075111  0.05082343 ... -0.01641517  0.01325931
 -0.00721843]"
97,3c063eea52e94164b70c99431ea30bae,ISO 31000,"STANDARD, GUIDELINE","ISO 31000 provides principles and generic guidelines for risk management, which are referenced in the context of information security risk assessment and treatment.",97,,['e3db6592f3c3d49c2dbb1767f582d873'],"[-0.04020277 -0.00067964  0.06554065 ... -0.00912164  0.02605579
 -0.0131757 ]"
98,252cc8452bfc4c2aa58cab68d8b61879,INFORMATION SECURITY OBJECTIVES,"GOAL, POLICY","The ""INFORMATION SECURITY OBJECTIVES"" refer to specific goals established by an organization to enhance the effectiveness of its information security management system. These objectives are designed to ensure the protection of information assets and are aligned with the overarching information security policy. By setting these objectives, the organization aims to achieve a structured approach to safeguarding its information resources, thereby reinforcing its commitment to maintaining the integrity, confidentiality, and availability of sensitive data.",98,,"['4949a368ddb2d7ecec13dd240c0a3f09' 'ab8bd83473e9d2d9165e88b6559d210e'
 'c60bfe669ae72a8eb1cac94e0cfee167']","[ 0.00344506  0.01930502  0.02730644 ... -0.00160478  0.00106567
  0.00544541]"
99,7e2c84548fb94ee395ba8588d8f2a006,RISK ASSESSMENT,"PROCESS, ANALYSIS","Risk assessment is a systematic process undertaken to identify, analyze, and evaluate risks associated with an organization's information assets. This process serves as the foundation for making informed risk treatment decisions. It involves not only the identification of potential risks but also their evaluation and prioritization, ensuring that the organization can effectively manage its information security. Risk assessments are typically conducted at planned intervals or triggered by significant changes within the organization, allowing for a proactive approach to safeguarding information assets.",99,,"['4949a368ddb2d7ecec13dd240c0a3f09' '7c348f9fa48febce82697546deefc98b'
 'c60bfe669ae72a8eb1cac94e0cfee167']","[-0.00265622  0.03082731  0.03407583 ... -0.00592574  0.00219555
  0.02146262]"
100,f034618dde7948beb6dab30176d0fc87,RESOURCES,"ASSETS, SUPPORT","The term ""Resources"" encompasses the essential assets needed for the establishment and ongoing maintenance of an information security management system. This includes a variety of components such as personnel, technology, materials, and tools, as well as financial resources. These elements are critical for ensuring that the information security management system operates effectively and meets its intended objectives. By integrating these diverse resources, organizations can enhance their capability to protect sensitive information and manage security risks efficiently.",100,,['0dadca44a4b33eaddfdf194ef3a75c57' 'c60bfe669ae72a8eb1cac94e0cfee167'],"[ 0.04017524  0.05415316  0.08197372 ... -0.02088797 -0.01642405
  0.0305936 ]"
101,5c41f96be13e49dba649454297834546,COMPETENCE,"SKILL, ATTRIBUTE","The term ""Competence"" encompasses the essential skills, knowledge, education, training, and experience that individuals under the organization's control must possess to effectively manage and contribute to information security performance. This multifaceted definition highlights the critical role that a well-trained workforce plays in safeguarding information assets, ensuring that personnel are adequately equipped to address the complexities of information security challenges.",101,,['0dadca44a4b33eaddfdf194ef3a75c57' 'c60bfe669ae72a8eb1cac94e0cfee167'],"[ 0.07773533  0.00362267  0.02984935 ... -0.02870619  0.00932528
  0.00052957]"
102,7ea4afbf8a264f29af29950ce98105ba,AWARENESS,"STATE, CONDITION",Awareness refers to the understanding and knowledge that individuals working under the organization's control have regarding the information security policy and its importance.,102,,['0dadca44a4b33eaddfdf194ef3a75c57'],"[ 0.01157912 -0.0081452  -0.0135145  ... -0.01532823  0.00594992
  0.03463782]"
103,91ff849d12b24574b0691dbddf44968b,COMMUNICATION,"PROCESS, ACTIVITY","Communication involves the exchange of information within and outside the organization, relevant to the information security management system.",103,,['be532224f89ba859dd4bff6ea7fae0cf'],"[ 0.04112629  0.01997563  0.03212507 ... -0.01887819 -0.01670548
  0.05143558]"
104,d73c1f2fb3094d8dace42ad2a76e9a52,PROCESSES,"ACTIVITIES, OPERATIONS","Processes are the series of actions or steps taken to achieve a particular end, which may include various activities related to information security management.",104,,['c3f63cbf24a117a41c9a467a4b694a8c'],"[ 0.00694635  0.00637653  0.06243029 ... -0.04402247 -0.03149734
  0.01745269]"
105,cdc8901e668749889bd49bebdc4ff1f6,COMPETENCE OF PERSONS,"ATTRIBUTE, SKILL","Competence of persons refers to the skills, knowledge, and abilities of individuals within the organization that affect the effectiveness of the ISMS.",105,,['c3f63cbf24a117a41c9a467a4b694a8c'],"[ 0.07445138  0.01961354  0.01733828 ... -0.01348299 -0.0053774
  0.03899533]"
106,36084a9fab53433493f079e97e68bf65,CONTROL ACTIVITIES,"PROCESS, OPERATION","Control activities are the specific actions and procedures implemented by the organization to manage and protect documented information, including distribution, access, storage, and version control.",106,,['30c1cdde36e50007b66e94211d22dc38'],"[ 0.02796533  0.02190029  0.03186901 ... -0.0389265   0.02340001
  0.02008078]"
107,eebcc7ec8e3e4df7aea83659bbdc2199,PERFORMANCE EVALUATION,"PROCESS, ACTIVITY","Performance evaluation refers to the assessment of the effectiveness of the information security management system and its processes, including monitoring and measurement.",107,,['543602bd3eff3e0b9f6cd085d3da91e1'],"[ 0.02891337  0.0364329   0.03306137 ... -0.03103846  0.01501861
 -0.00738159]"
108,ceadf262ef834e9ab146b20650912cae,INFORMATION SECURITY PROCESSES,"PROCESSES, SYSTEMS",Information security processes refer to the procedures and controls implemented to protect sensitive information and ensure data integrity within an organization.,108,,['aaa3eca778b2ddc6db34d7266fe682d0'],"[-0.01689609 -0.02283306  0.03203723 ... -0.0443219  -0.02260902
  0.01498245]"
109,7f65feab75424b53b24470d305ba331a,MONITORING AND MEASUREMENT,"ACTIVITY, PROCESS",Monitoring and measurement involve the systematic assessment of information security processes to ensure they are effective and produce valid results.,109,,['aaa3eca778b2ddc6db34d7266fe682d0'],"[ 0.02659259  0.01851679  0.05365395 ... -0.0639671  -0.00747384
 -0.00657357]"
110,fd9cb733b28d420cb5cef01e545a132c,INTERNAL AUDIT,"PROCESS, ACTIVITY",Internal audit is a systematic evaluation conducted by the organization to assess the effectiveness and compliance of its information security management system with established standards and requirements.,110,,['aaa3eca778b2ddc6db34d7266fe682d0'],"[-0.02967985  0.0448619   0.03057794 ... -0.03438414 -0.01560972
  0.01456194]"
111,0fbcca3f17c649a08aea64b5a7d9ef36,MANAGEMENT REVIEW,"PROCESS, ACTIVITY","The ""MANAGEMENT REVIEW"" refers to a systematic process undertaken by an organization to evaluate its information security management system (ISMS). This process involves top management conducting evaluations at planned intervals to assess the effectiveness of the ISMS and its alignment with the organization's goals. During the management review, various elements are considered, including feedback from stakeholders, results from risk assessments, and identification of opportunities for improvement. This comprehensive evaluation ensures that the organization remains proactive in addressing security concerns and continuously enhances its information security practices.",111,,['7c348f9fa48febce82697546deefc98b' 'ab8bd83473e9d2d9165e88b6559d210e'],"[ 0.01332815  0.09385191  0.04178494 ... -0.02130013  0.00282671
  0.0056421 ]"
112,482027a59f32484c9c44fd700615c1b6,AUDIT RESULTS,"DATA, INFORMATION","Audit results provide documented evidence of the outcomes of audits conducted within the information security management system, including findings and recommendations.",112,,['7c348f9fa48febce82697546deefc98b'],"[ 0.00667177  0.03043491  0.01141578 ... -0.00934264 -0.01049498
 -0.01202965]"
113,de837ff3d626451282ff6ac77a82216d,RISK TREATMENT PLAN,"DOCUMENT, PLAN",The risk treatment plan outlines the strategies and actions to mitigate identified risks to the information security management system.,113,,['7c348f9fa48febce82697546deefc98b'],"[ 0.00839648  0.02586849  0.02552358 ... -0.01046057  0.01867921
 -0.01008332]"
114,460295fed3ae4cd39f9f274cec9c2506,IHS,"ORGANIZATION, ENTITY","IHS is a prominent publisher and organization that specializes in providing a wide array of standards and documents, including those from the International Organization for Standardization (ISO). Operating under licensing agreements, IHS offers essential information and services that facilitate the reproduction and networking of its materials. Through these licensing agreements, IHS ensures that users have access to critical standards and documents, thereby supporting compliance and best practices across various industries. The organization plays a vital role in disseminating knowledge and resources that are crucial for regulatory compliance and operational excellence.",114,,"['79ed389b3a9d421157159c16f473cfe4' 'ab8bd83473e9d2d9165e88b6559d210e'
 'dfba97ff82714d98e7763de88e3742da']","[-0.02320592 -0.00997258  0.05704417 ...  0.00031997 -0.06120576
  0.00419648]"
115,553b285bba60460ab1ed8341ae61282b,NONCONFORMITY,"EVENT, ISSUE",Nonconformity refers to instances where the organization's processes or outcomes do not meet established standards or requirements.,115,,['ab8bd83473e9d2d9165e88b6559d210e'],"[-0.00140898  0.03461252  0.0448141  ... -0.00804969 -0.02252091
  0.03586495]"
116,cec95bf17e7e4c939b56c9c6f402a29f,CORRECTIVE ACTION,"PROCESS, ACTIVITY","Corrective action is a process undertaken by an organization to address nonconformities, including identifying causes and implementing changes to prevent recurrence.",116,,['ab8bd83473e9d2d9165e88b6559d210e'],"[-0.00702706  0.01807284  0.03402216 ... -0.00517468  0.00221344
  0.00277857]"
117,599164aead034bc19446efacc77554d2,ISO/IEC 27002:2013,"STANDARD, DOCUMENT","ISO/IEC 27002:2013 is a comprehensive code of practice for information security controls that offers detailed guidelines for selecting, implementing, and managing security controls within organizations. It serves as a framework for establishing organizational information security standards and management practices, ensuring that entities can effectively safeguard their information assets. The standard emphasizes the importance of a structured approach to information security, providing organizations with the necessary tools to enhance their security posture and manage risks associated with information security threats.",117,,"['73fa51bdf30e3e99dd32200944a0ffc2' 'b8034369acace65c64b68347653ae766'
 'dfba97ff82714d98e7763de88e3742da']","[-0.05219242  0.02048763  0.01528943 ... -0.03348312 -0.00256753
  0.02647503]"
118,bbf148ae4d48422f8fdef754cfa2b9e4,CONTROL OBJECTIVES AND CONTROLS,"CONCEPT, FRAMEWORK",Control objectives and controls are specific goals and measures derived from ISO/IEC 27002:2013 that organizations should implement to manage information security effectively.,118,,['dfba97ff82714d98e7763de88e3742da'],"[ 0.00567901  0.02299543  0.00773141 ... -0.03950056  0.04046766
  0.00113567]"
119,de61b2670999433f807a6a1dc2b81e43,INFORMATION SECURITY,"CONCEPT, FIELD","Information security encompasses a comprehensive set of practices and policies aimed at safeguarding information systems and sensitive data from unauthorized access, use, disclosure, disruption, modification, or destruction. It involves implementing measures to protect against security risks, including breaches that could compromise the confidentiality, integrity, and availability of information. The field is dedicated to ensuring that an organization's information assets are secure from various threats, thereby maintaining the trust and reliability of information systems. Through a combination of processes and protective measures, information security plays a critical role in defending against unauthorized alterations and ensuring that sensitive information remains protected.",119,,"['01eed2e5f04e57d8fdd801dc27b171b4' '13dd570d9586395ff39cafc34a520409'
 '30879abefd7ec8126047f48d36414666' '7a40eba9f5bc5801c3fbc7eb96b85561'
 '8ca0b09e156192d00d14f5354eea1e66' 'a40365138add7854a1f5e94509b65345'
 'e9138169b7c051a081fc7ad95e6ff5cc' 'eb0d35c0f9f59061130e8e1c10f10eec']","[ 0.00163064 -0.01090315  0.03190956 ... -0.02246124 -0.00240905
  0.0140329 ]"
120,3e95dacfe57b4d57b5da4310ef2e157f,MANAGEMENT,"ROLE, FUNCTION","Management encompasses the coordination and administration of tasks aimed at achieving organizational goals. This includes the establishment of policies and the provision of support for information security. Furthermore, management refers to the individuals or teams tasked with overseeing the operations of an organization. Their responsibilities extend to enforcing policies and ensuring compliance with information security standards, thereby playing a crucial role in maintaining the integrity and security of organizational processes.",120,,['30879abefd7ec8126047f48d36414666' 'a40365138add7854a1f5e94509b65345'],"[ 0.02822944  0.02958393  0.06389786 ... -0.01324397 -0.00128261
  0.03878591]"
121,1f1545308e9347af91fd03b94aadc21f,POLICIES,"DOCUMENT, GUIDELINE",Policies for information security are formalized guidelines that dictate how information security should be managed and enforced within an organization.,121,,['a40365138add7854a1f5e94509b65345'],"[ 0.02759026 -0.00229561  0.01956635 ... -0.04159994 -0.0017968
 -0.00023868]"
122,6ea81acaf232485e94fff638e03336e1,EXTERNAL PARTIES,"GROUP, INDIVIDUAL","External parties encompass individuals or organizations that exist outside the primary organization and possess a vested interest in, or require awareness of, the organization's information security policies. These external entities may engage in interactions or information exchanges with the organization, highlighting their role as stakeholders in the broader context of information security governance. Their involvement is crucial for ensuring that the organization's policies are effectively communicated and that all relevant voices are considered in the decision-making process regarding information security.",122,,['13dd570d9586395ff39cafc34a520409' 'a40365138add7854a1f5e94509b65345'],"[ 0.00074316 -0.03230523  0.05868904 ... -0.0294639  -0.02476018
  0.03137404]"
123,d136b08d586d488f9e4188b524c85a29,AUTHORITY,"GROUP, ORGANIZATION",Authorities refer to regulatory bodies or organizations that set laws and regulations relevant to information security that the organization must comply with.,123,,['a40365138add7854a1f5e94509b65345'],"[-0.01246205 -0.00582384  0.06446405 ... -0.03531807 -0.02248098
  0.00017881]"
124,cccfa151fedc4b218a8d96adc7dceabe,SPECIAL INTEREST GROUPS,"GROUP, ORGANIZATION","Special interest groups are organizations or associations established to advocate for specific issues or interests, playing a significant role in influencing policy and practices within their respective domains. These groups often focus on particular areas, such as information security, where they provide valuable resources, networking opportunities, and support for professionals in the field. By concentrating on their specialized interests, special interest groups facilitate collaboration and knowledge sharing among members, thereby enhancing their collective impact on regulatory policies and practices.",124,,['7a40eba9f5bc5801c3fbc7eb96b85561' 'a40365138add7854a1f5e94509b65345'],"[ 0.01190019 -0.02648049  0.06830867 ... -0.01524461 -0.03447504
  0.01529042]"
125,ce54725672a74ebcabe6127577dacb2b,AUTHORITIES,"GROUP, ENTITY","Authorities refer to official bodies or individuals with the power to enforce laws, regulations, or standards relevant to the organization.",125,,['7a40eba9f5bc5801c3fbc7eb96b85561'],"[ 0.02942649  0.00211413  0.05255418 ... -0.01734576 -0.01232114
  0.00392774]"
126,ea2b28ca1a974ffab4517811dc1d1e5c,PROFESSIONAL ASSOCIATIONS,"GROUP, ENTITY","Professional associations are organizations that represent the interests of professionals in a specific field, providing resources, networking, and advocacy.",126,,['7a40eba9f5bc5801c3fbc7eb96b85561'],"[-0.03510973 -0.03958472  0.08415648 ... -0.02513563 -0.02078309
  0.04666455]"
127,aff21f1da1654e7babdcf3fb0e4a75fc,PROJECT MANAGEMENT,"PROCESS, DISCIPLINE","Project management is the discipline of planning, executing, and closing projects, ensuring that goals are met within specified constraints.",127,,['7a40eba9f5bc5801c3fbc7eb96b85561'],"[-0.00977763  0.04988712  0.07894758 ... -0.01177554  0.0244794
  0.01833432]"
128,dc2cc9016e3f49dbac7232f05cce794d,MOBILE DEVICES,"TECHNOLOGY, DEVICE",Mobile devices are portable computing devices such as smartphones and tablets that allow users to access information and communicate remotely.,128,,['7a40eba9f5bc5801c3fbc7eb96b85561'],"[ 0.04784212  0.04619389 -0.00897311 ...  0.0045733  -0.02762958
  0.05768814]"
129,6ea0cef05f694dcea455478f40674e45,TELEWORKING,"WORK ARRANGEMENT, PRACTICE","Teleworking refers to a work arrangement where employees perform their job duties from a remote location, often using technology to communicate and collaborate.",129,,['7a40eba9f5bc5801c3fbc7eb96b85561'],"[-0.01485938  0.0053814   0.05159759 ...  0.03290942 -0.00516774
 -0.00885409]"
130,7ab5d53a872f4dfc98f3d386879f3c75,MOBILE DEVICE POLICY,"POLICY, SECURITY MEASURE",A policy designed to manage risks associated with the use of mobile devices within an organization.,130,,['997f69ca82f0d111cbd3836afbe3f4a8'],"[ 0.05410961  0.04206282 -0.00028112 ... -0.01446961 -0.02003312
  0.01561372]"
131,af1d0fec22114a3398b8016f5225f9ed,TELEWORKING CONTROL,"POLICY, SECURITY MEASURE","A policy implemented to protect information that is accessed, processed, or stored at teleworking sites.",131,,['997f69ca82f0d111cbd3836afbe3f4a8'],"[ 0.01672649  0.01760748  0.02633169 ... -0.00837548  0.02628274
 -0.01523371]"
132,b07a7f088364459098cd8511ff27a4c8,HUMAN RESOURCE SECURITY,"POLICY, SECURITY MEASURE",A set of measures aimed at ensuring that employees and contractors understand their responsibilities regarding information security.,132,,['997f69ca82f0d111cbd3836afbe3f4a8'],"[-0.00218515  0.03383888  0.06597009 ... -0.0162566  -0.00527188
 -0.00032581]"
133,8870cf2b5df64d2cab5820f67e29b9f1,SCREENING CONTROL,"PROCESS, SECURITY MEASURE",Background verification checks conducted on candidates for employment to ensure suitability for roles and compliance with laws and regulations.,133,,['997f69ca82f0d111cbd3836afbe3f4a8'],"[ 0.00723243  0.04064486  0.02830583 ...  0.00620418 -0.01679864
 -0.02269088]"
134,cd130938a2844050be991af70baf5ee0,TERMS AND CONDITIONS OF EMPLOYMENT,"DOCUMENT, AGREEMENT",Contractual agreements that outline the responsibilities of employees and contractors regarding information security.,134,,['997f69ca82f0d111cbd3836afbe3f4a8'],"[-0.01450817  0.03426797  0.06156319 ... -0.02394124 -0.00257617
  0.01970463]"
135,43544b99c3b04b059546198a0ae6366d,EMPLOYEES AND CONTRACTORS,"GROUP, PERSON",Individuals who are employed or contracted by an organization and are responsible for adhering to information security policies.,135,,['997f69ca82f0d111cbd3836afbe3f4a8'],"[ 0.02897037 -0.0066509   0.03065443 ... -0.0382327  -0.01001901
  0.04369451]"
136,a671bf7fea2f4514b6e96ba99127fafd,CANDIDATES FOR EMPLOYMENT,"GROUP, PERSON","Candidates for employment refer to individuals who are being considered for job positions within an organization, subject to evaluation based on relevant laws and business requirements.",136,,['30879abefd7ec8126047f48d36414666'],"[ 0.06631659  0.0236005   0.03532581 ...  0.00416785 -0.01246318
 -0.0144347 ]"
137,525f41ea20274a05af4e52b625b473f3,CONTRACTORS,"GROUP, PERSON","Contractors are individuals or entities hired to perform specific tasks or services for an organization, often under a contractual agreement.",137,,['30879abefd7ec8126047f48d36414666'],"[-0.01530677 -0.00189067  0.0107034  ... -0.03152061 -0.01232479
  0.02680386]"
138,071a416efbec4f0886c19ac68f6d43cb,POLICIES AND PROCEDURES,"DOCUMENT, GUIDELINE","Policies and procedures are formal documents that outline the rules, responsibilities, and processes that govern the operations and conduct within an organization.",138,,['30879abefd7ec8126047f48d36414666'],"[ 0.00813072 -0.00372701  0.03541565 ... -0.04260622  0.00529478
  0.00618844]"
